Invoice ID,Time,DayName,MonthName,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,Rating,gross income,prediction,Sales
548-46-9322,2023-12-20 15:24:00,Tuesday,February,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,Credit card,5.9,19.95,7,293.265
505-02-0892,2023-12-20 14:12:00,,February,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,Ewallet,5.6,17.028,7,312.8895
234-65-2137,2023-12-20 13:32:00,Tuesday,January,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,Cash,4.8,47.79,11,1103.9489999999998
687-47-8271,2023-12-20 16:20:00,Thursday,February,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,Credit card,8.7,49.49,11,1143.219
796-32-9050,2023-12-20 16:31:00,Friday,January,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,Cash,6.5,15.384,5,269.21999999999997
105-31-1824,2023-12-20 15:10:00,Thursday,February,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,Credit card,8.5,24.332,7,510.972
249-42-3782,2023-12-20 11:36:00,Wednesday,January,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,Ewallet,5.5,17.5025,4,294.04200000000003
316-55-4634,2023-12-20 12:45:00,Friday,January,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,Credit card,9.4,20.0125,4,336.21
733-33-4967,2023-12-20 19:17:00,Saturday,March,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,Cash,6.3,8.34,6,131.35500000000002
608-27-6295,2023-12-20 17:34:00,Friday,January,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,Credit card,9.8,15.867,5,277.6725
414-12-7047,2023-12-20 12:04:00,Thursday,January,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,Ewallet,8.7,7.916,6,124.67699999999999
827-26-2100,2023-12-20 16:21:00,Wednesday,March,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,Ewallet,8.8,15.228,7,248.72400000000002
175-54-2529,2023-12-20 17:01:00,Saturday,March,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,Credit card,9.6,8.868,6,139.67100000000002
139-52-2867,2023-12-20 10:50:00,Tuesday,February,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,Credit card,4.8,7.8785,5,118.17750000000001
407-63-8975,2023-12-20 19:16:00,Friday,March,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,Ewallet,4.4,22.164,5,387.87
342-65-4817,2023-12-20 16:47:00,,January,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,Ewallet,9.9,13.02,2,182.28
130-98-8941,2023-12-20 10:00:00,Friday,February,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,Cash,5.7,22.491,6,404.8380000000001
434-83-9547,2023-12-20 11:51:00,Tuesday,January,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,Cash,7.7,15.388,7,282.75449999999995
851-28-6367,2023-12-20 10:55:00,Friday,March,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,Ewallet,8.0,7.75,6,97.65
824-88-3614,2023-12-20 15:00:00,Thursday,January,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,Ewallet,5.7,13.724,6,216.15300000000002
586-25-0848,2023-12-20 11:19:00,,March,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,Credit card,6.7,4.319,5,64.785
895-66-0685,2023-12-20 19:46:00,Monday,March,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,Ewallet,8.0,2.712,4,75.93599999999999
305-14-0245,2023-12-20 19:00:00,Saturday,March,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,Ewallet,7.5,37.796,9,892.9304999999999
732-04-5373,2023-12-20 10:53:00,Thursday,February,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,Cash,7.0,9.294,4,195.174
400-60-7251,2023-12-20 12:50:00,Saturday,February,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,Ewallet,9.9,3.7035,0,0.0
593-65-1552,2023-12-20 20:50:00,,January,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,Credit card,5.9,13.962,3,219.9015
284-34-9626,2023-12-20 10:39:00,,February,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,Credit card,7.2,11.556,2,161.78400000000002
437-58-8131,2023-12-20 13:41:00,Monday,January,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,Ewallet,4.6,7.352,1,77.196
286-43-6208,2023-12-20 19:08:00,Friday,March,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,Cash,9.2,39.51,9,829.7099999999999
641-43-2399,2023-12-20 20:23:00,Friday,January,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,Ewallet,5.7,5.11,4,107.31
831-07-6050,2023-12-20 11:30:00,Monday,March,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,Credit card,9.9,8.1775,5,171.72750000000002
556-86-3144,2023-12-20 19:30:00,Saturday,January,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,Cash,5.0,3.7145,0,0.0
848-24-9445,2023-12-20 18:03:00,Monday,March,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,Cash,4.9,4.37,3,137.65500000000003
856-22-8149,2023-12-20 10:13:00,Friday,March,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,Ewallet,6.1,1.2645,3,79.6635
699-01-4164,2023-12-20 19:58:00,Monday,March,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,Credit card,8.2,8.3,4,174.3
420-11-4919,2023-12-20 19:57:00,Saturday,February,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,Credit card,5.5,17.8475,4,299.838
606-80-4905,2023-12-20 10:01:00,Monday,January,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,Credit card,6.8,5.745,5,100.5375
542-41-0513,2023-12-20 11:57:00,Thursday,March,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,Cash,6.6,11.498,4,241.458
426-39-2418,2023-12-20 10:02:00,,January,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,Cash,9.8,21.4935,6,386.883
875-46-5808,2023-12-20 14:51:00,Tuesday,February,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,Ewallet,8.7,12.95,7,190.36499999999998
394-43-4238,2023-12-20 12:42:00,Thursday,February,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,Credit card,5.4,4.4425,5,93.29249999999999
749-24-1565,2023-12-20 12:02:00,Wednesday,January,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,Ewallet,7.9,10.3635,6,145.089
672-51-8681,2023-12-20 18:19:00,Thursday,January,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,Credit card,9.7,29.9925,9,629.8425
263-87-5680,2023-12-20 17:38:00,,March,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,Ewallet,7.8,14.265,7,209.6955
573-58-9734,2023-12-20 13:41:00,Wednesday,March,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,Ewallet,5.1,4.5555,4,127.554
817-69-8206,2023-12-20 19:42:00,Friday,March,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,Credit card,6.5,44.8785,10,1047.165
888-02-0338,2023-12-20 20:24:00,Thursday,January,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,Ewallet,5.9,11.8035,6,165.249
677-11-0152,2023-12-20 18:08:00,Tuesday,January,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,Cash,8.8,41.967,10,979.23
142-63-6033,2023-12-20 19:17:00,Tuesday,March,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,Ewallet,4.9,23.09,4,387.912
656-16-1063,2023-12-20 13:24:00,Thursday,January,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,Credit card,4.4,6.963,3,146.22299999999998
891-58-8335,2023-12-20 15:53:00,,March,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,Cash,6.5,10.3635,6,186.543
802-43-8934,2023-12-20 15:05:00,Thursday,March,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,Credit card,8.3,0.914,4,76.77600000000001
560-30-5617,2023-12-20 18:27:00,Saturday,March,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,Cash,8.5,6.1925,5,130.0425
319-74-2561,2023-12-20 16:55:00,Wednesday,February,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,Cash,5.5,14.196,2,198.744
549-03-9315,2023-12-20 12:58:00,Monday,February,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,Ewallet,8.7,37.948,8,796.908
790-29-1172,2023-12-20 18:59:00,Saturday,March,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,Credit card,7.9,8.601,3,180.621
239-36-3640,2023-12-20 13:44:00,Wednesday,January,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,Ewallet,6.1,13.605,5,238.0875
468-01-2051,2023-12-20 13:46:00,Tuesday,March,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,Ewallet,5.4,21.728,6,391.10400000000004
389-25-3394,2023-12-20 18:06:00,Saturday,February,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,Cash,9.4,2.9525,5,62.002500000000005
279-62-1445,2023-12-20 12:38:00,Wednesday,February,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,Cash,8.2,0.627,4,52.668
213-72-6612,2023-12-20 15:56:00,Tuesday,March,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,Cash,6.2,4.325,3,136.2375
746-68-6593,2023-12-20 14:29:00,Thursday,January,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,Credit card,9.7,8.716,1,91.518
836-82-5858,2023-12-20 19:14:00,Friday,January,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,Ewallet,4.0,31.2165,8,582.7080000000001
583-72-1480,2023-12-20 16:24:00,Wednesday,January,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,Ewallet,9.7,7.412,4,155.65200000000002
466-61-5506,2023-12-20 10:52:00,Monday,February,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,Cash,5.3,27.21,6,571.4100000000001
721-86-6247,2023-12-20 12:55:00,,March,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,Ewallet,7.4,25.368,7,466.137
289-65-5721,2023-12-20 19:28:00,Friday,January,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,Cash,6.5,8.137,1,85.4385
545-46-3100,2023-12-20 13:52:00,Monday,March,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,Credit card,8.7,1.5885,5,55.597500000000004
418-02-5978,2023-12-20 10:54:00,,February,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,Cash,8.0,37.8405,9,794.6505000000001
269-04-5750,2023-12-20 18:31:00,Wednesday,February,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,Cash,6.7,14.764,3,232.533
157-13-5295,2023-12-20 18:24:00,Friday,March,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,Ewallet,6.5,25.97,8,436.296
645-78-8093,2023-12-20 18:09:00,Saturday,January,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,Ewallet,4.1,9.314,0,0.0
211-30-9270,2023-12-20 15:16:00,,January,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,Credit card,4.9,4.3525,5,91.4025
755-12-3214,2023-12-20 17:07:00,Monday,March,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,Credit card,8.6,11.055,5,232.155
346-84-3103,2023-12-20 19:26:00,Friday,March,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,Cash,4.3,3.305,5,69.40500000000002
478-06-7835,2023-12-20 11:20:00,Thursday,January,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,Ewallet,4.9,4.4845,0,0.0
540-11-4336,2023-12-20 16:49:00,Thursday,January,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,Credit card,5.6,11.223,6,157.122
448-81-5016,2023-12-20 12:01:00,,March,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,Credit card,5.8,5.977,2,125.51700000000001
142-72-4741,2023-12-20 18:37:00,Wednesday,February,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,Credit card,6.0,9.32,0,0.0
217-58-1179,2023-12-20 11:25:00,Friday,January,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,Cash,4.2,12.53,3,197.3475
376-02-8238,2023-12-20 18:42:00,Friday,February,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,Credit card,8.3,37.548,8,788.508
530-90-9855,2023-12-20 14:47:00,Monday,January,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,Cash,5.7,19.036,7,349.7865
866-05-7563,2023-12-20 19:43:00,Friday,February,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,Cash,4.8,12.21,2,170.94
604-70-6476,2023-12-20 14:04:00,Tuesday,January,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,Ewallet,6.8,4.485,5,94.185
799-71-1548,2023-12-20 16:11:00,,January,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,Credit card,8.8,15.544,3,244.81799999999998
785-13-7708,2023-12-20 19:06:00,,January,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,Credit card,4.2,25.571,6,460.278
845-51-0542,2023-12-20 15:34:00,Friday,February,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,Ewallet,6.4,20.9475,7,342.1425
662-47-5456,2023-12-20 19:06:00,Saturday,March,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,Credit card,8.4,17.595,7,258.6465
883-17-4236,2023-12-20 19:44:00,Friday,March,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,Credit card,7.2,1.439,4,60.438
290-68-2984,2023-12-20 11:22:00,Friday,March,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,Cash,5.2,4.75,4,99.75
704-11-6354,2023-12-20 11:23:00,Saturday,January,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,Cash,8.9,23.56,7,432.915
110-48-7033,2023-12-20 14:12:00,Monday,January,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,Cash,9.0,6.524,4,137.004
366-93-0948,2023-12-20 10:46:00,Wednesday,January,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,Credit card,9.7,3.3175,1,69.66749999999999
729-09-9681,2023-12-20 10:16:00,Monday,February,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,Ewallet,8.7,7.773,5,136.0275
151-16-1484,2023-12-20 12:38:00,Tuesday,February,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,Ewallet,6.5,6.45,5,169.3125
380-94-4661,2023-12-20 13:05:00,Wednesday,February,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,Credit card,6.9,13.188,4,276.948
850-41-9669,2023-12-20 13:25:00,Monday,March,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,Ewallet,6.2,33.777,9,709.317
821-07-3596,2023-12-20 14:53:00,Wednesday,March,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,Ewallet,5.6,3.29,5,86.3625
655-85-5130,2023-12-20 19:22:00,Tuesday,March,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,Cash,5.7,7.66,4,160.85999999999999
447-15-7839,2023-12-20 11:00:00,Friday,February,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,Cash,4.2,11.12,6,140.112
154-74-7179,2023-12-20 19:24:00,Monday,February,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,Ewallet,7.9,2.7225,1,57.1725
253-12-6086,2023-12-20 12:43:00,Monday,March,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,Credit card,8.7,34.44,7,723.2400000000001
808-65-0703,2023-12-20 17:22:00,Wednesday,March,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,Credit card,6.9,7.094,4,148.974
571-94-0759,2023-12-20 20:55:00,Monday,January,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,Cash,9.5,37.3,10,783.3
144-51-6085,2023-12-20 16:05:00,Friday,January,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,Credit card,4.4,14.148,3,222.83099999999996
731-14-2199,2023-12-20 13:34:00,Thursday,January,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,Ewallet,7.0,17.77,8,298.536
783-09-1637,2023-12-20 18:13:00,Tuesday,March,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,Ewallet,6.3,16.8575,5,354.00750000000005
687-15-1097,2023-12-20 19:17:00,Wednesday,January,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,Cash,9.7,2.112,4,88.70400000000001
126-54-1082,2023-12-20 11:44:00,,January,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,Credit card,8.8,9.693,6,135.702
633-91-1052,2023-12-20 15:51:00,Saturday,January,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,Cash,5.1,1.203,4,50.525999999999996
477-24-6490,2023-12-20 16:52:00,Monday,February,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,Ewallet,7.9,29.913,6,628.173
566-19-5475,2023-12-20 20:52:00,,January,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,Cash,6.2,16.7895,6,302.211
526-86-8552,2023-12-20 17:36:00,,January,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,Cash,7.1,10.91,7,160.377
376-56-3573,2023-12-20 13:23:00,Friday,February,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,Ewallet,6.4,19.084,3,300.573
537-72-0426,2023-12-20 16:28:00,Tuesday,March,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,Cash,5.7,35.495,10,745.395
828-61-5674,2023-12-20 19:57:00,Tuesday,March,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,Credit card,9.6,22.01,8,369.76800000000003
136-08-6195,2023-12-20 17:01:00,Thursday,February,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,Credit card,6.4,27.984,7,514.206
523-38-0215,2023-12-20 13:29:00,Tuesday,March,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,Credit card,7.9,1.85,2,77.7
490-29-1201,2023-12-20 11:09:00,Saturday,January,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,Cash,6.5,0.767,4,64.428
667-92-0055,2023-12-20 15:02:00,,March,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,Ewallet,8.5,29.949,6,628.929
565-17-3836,2023-12-20 14:21:00,Monday,March,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,Cash,9.1,9.534,4,200.214
498-41-1961,2023-12-20 18:01:00,Tuesday,February,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,Cash,7.6,16.67,5,350.07000000000005
593-95-4461,2023-12-20 14:49:00,Saturday,March,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,Cash,6.9,3.743,0,0.0
226-71-3580,2023-12-20 12:02:00,Wednesday,January,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,Cash,9.5,10.6875,6,149.625
283-79-9594,2023-12-20 13:30:00,Thursday,January,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,Credit card,5.2,16.9785,6,305.613
430-60-3493,2023-12-20 14:38:00,Saturday,February,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,Cash,4.2,33.208,7,697.3679999999999
139-20-0155,2023-12-20 17:37:00,Wednesday,January,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,Credit card,7.0,20.15,8,338.52
558-80-4082,2023-12-20 17:20:00,Wednesday,March,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,Ewallet,6.0,9.7475,6,175.455
278-97-7759,2023-12-20 20:29:00,,February,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,Cash,4.7,3.124,1,65.604
316-68-6352,2023-12-20 10:00:00,,January,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,Cash,7.1,3.636,3,114.53399999999999
585-03-5943,2023-12-20 11:46:00,Tuesday,March,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,Ewallet,5.9,9.055,6,114.09299999999999
211-05-0490,2023-12-20 13:42:00,Saturday,March,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,Cash,7.5,12.98,5,272.58000000000004
727-75-6477,2023-12-20 14:44:00,Thursday,March,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,Cash,6.4,5.768,4,121.128
744-02-5987,2023-12-20 14:16:00,Wednesday,January,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,Ewallet,5.8,23.514,6,493.794
307-83-9164,2023-12-20 15:54:00,Thursday,January,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,Cash,4.5,12.002,4,252.042
779-06-0012,2023-12-20 10:21:00,Friday,January,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,Cash,7.7,4.4305,0,0.0
446-47-6729,2023-12-20 18:09:00,Tuesday,January,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,Credit card,6.7,9.982,0,0.0
573-10-3877,2023-12-20 16:46:00,Monday,March,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,Credit card,4.7,1.9505,2,81.92099999999999
735-06-4124,2023-12-20 15:31:00,,February,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,Cash,4.4,2.4305,2,102.081
439-54-7422,2023-12-20 17:15:00,,March,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,Credit card,4.7,10.238,4,214.998
396-90-2219,2023-12-20 12:29:00,Friday,February,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,Cash,8.6,5.984,6,94.248
411-77-0180,2023-12-20 20:14:00,Monday,March,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,Ewallet,4.3,25.27,7,530.6700000000001
286-01-5402,2023-12-20 13:22:00,Friday,March,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,Cash,9.6,14.0805,6,253.44899999999998
803-17-8013,2023-12-20 17:09:00,Saturday,February,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,Cash,4.1,35.516,8,745.836
512-98-1403,2023-12-20 10:40:00,Wednesday,March,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,Ewallet,4.7,3.972,4,111.21600000000001
848-42-2560,2023-12-20 17:43:00,Monday,March,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,Cash,7.8,8.191,1,86.0055
532-59-7201,2023-12-20 14:04:00,Wednesday,January,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,Cash,5.5,23.979,6,503.559
181-94-6432,2023-12-20 19:05:00,Monday,February,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,Ewallet,9.7,6.933,1,72.7965
870-76-1733,2023-12-20 10:08:00,Thursday,February,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card,4.4,3.5575,5,74.70750000000001
423-64-4619,2023-12-20 13:12:00,Wednesday,March,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,Cash,5.0,6.9975,6,97.96500000000002
227-07-4446,2023-12-20 20:51:00,Saturday,February,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,Cash,4.4,39.065,10,820.365
174-36-3675,2023-12-20 17:29:00,Wednesday,February,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,Cash,5.2,9.937,0,0.0
428-83-5800,2023-12-20 10:25:00,Friday,February,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,Cash,7.3,3.162,4,88.53599999999999
603-07-0961,2023-12-20 11:34:00,Wednesday,January,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,Cash,4.9,18.6975,4,314.11800000000005
704-20-4138,2023-12-20 18:58:00,,March,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,Credit card,8.1,10.3845,6,186.92100000000002
787-15-1757,2023-12-20 16:28:00,,February,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,Ewallet,8.4,8.814,4,185.094
649-11-3678,2023-12-20 20:26:00,Monday,February,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash,5.5,10.3185,6,144.45899999999997
622-20-1945,2023-12-20 15:08:00,Thursday,January,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,Cash,8.4,1.971,2,82.78200000000001
372-94-8041,2023-12-20 18:03:00,Thursday,February,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,Ewallet,9.8,4.578,5,80.115
563-91-7120,2023-12-20 13:21:00,Thursday,March,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,Cash,6.7,15.4425,5,324.2925
746-54-5508,2023-12-20 12:48:00,Wednesday,January,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,Credit card,9.4,6.456,5,112.97999999999999
276-54-0879,2023-12-20 19:53:00,Monday,March,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,Ewallet,6.4,19.548,3,307.881
815-11-1168,2023-12-20 19:09:00,Friday,March,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,Cash,5.4,24.945,4,419.076
719-76-3868,2023-12-20 16:30:00,Monday,March,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,Cash,8.6,18.852,3,296.91900000000004
730-61-8757,2023-12-20 10:11:00,Thursday,January,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,Credit card,4.0,10.226,4,214.746
